1	1
2	0
3	0
4	1
5	0
6	0
7	1
8	1
9	0
10	0
11	1
12	1
13	0
14	0
15	1
16	1
17	0
18	0
19	1
20	1
21	0
22	0
23	1
24	1
25	0
26	0
27	1
28	1
29	0
30	0
31	1
32	1
33	0
34	0
35	1
36	1
37	0
38	0
39	1
40	1
41	1
42	0
43	0
44	1
45	1
46	1
47	0
48	0
49	1
50	1
51	1
52	0
53	0
54	0
55	1
56	1
57	1
58	0
59	0
60	0
61	1
62	1
63	1
64	1
65	0
66	0
67	0
68	0
69	1
70	1
71	1
72	1
73	1
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	1
116	1
117	1
118	1
119	1
120	0
121	0
122	0
123	0
124	1
125	1
126	1
127	1
128	0
129	0
130	0
131	1
132	1
133	1
134	0
135	0
136	0
137	1
138	1
139	1
140	0
141	0
142	1
143	1
144	1
145	0
146	0
147	1
148	1
149	1
150	0
151	0
152	1
153	1
154	0
155	0
156	1
157	1
158	1
159	0
160	0
161	1
162	1
163	0
164	0
165	1
166	1
167	0
168	0
169	1
170	1
171	0
172	1
173	1
174	0
175	0
176	1
177	1
178	0
179	0
180	1
181	1
182	0
183	0
184	1
185	1
186	0
187	1
188	1
189	0
190	0
191	1
192	1
193	0
194	0
195	1
196	1
197	0
198	0
199	1
200	1
201	0
202	1
203	1
204	0
205	0
206	1
207	1
208	0
209	0
210	1
211	1
212	0
213	0
214	1
215	1
216	0
217	0
218	1
219	1
220	1
221	0
222	0
223	1
224	1
225	0
226	0
227	1
228	1
229	1
230	0
231	0
232	1
233	1
234	1
235	0
236	0
237	0
238	1
239	1
240	0
241	0
242	0
243	1
244	1
245	1
246	1
247	0
248	0
249	0
250	1
251	1
252	1
253	1
254	0
255	0
256	0
257	0
258	0
259	1
260	1
261	1
262	1
263	1
264	1
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	1
298	1
299	1
300	1
301	1
302	0
303	0
304	0
305	0
306	0
307	1
308	1
309	1
310	1
311	0
312	0
313	0
314	0
315	1
316	1
317	1
318	0
319	0
320	0
321	1
322	1
323	1
324	0
325	0
326	0
327	1
328	1
329	0
330	0
331	0
332	1
333	1
334	0
335	0
336	1
337	1
338	1
339	0
340	0
341	1
342	1
343	0
344	0
345	1
346	1
347	0
348	0
349	1
350	1
351	0
352	0
353	1
354	1
355	0
356	0
357	1
358	1
359	0
360	0
361	1
362	1
363	0
364	0
365	1
366	1
367	0
368	0
369	1
370	0
371	0
372	1
373	1
374	0
375	0
376	1
377	1
378	0
379	0
380	1
381	1
382	0
383	1
384	1
385	0
386	0
387	1
388	1
389	0
390	0
391	1
392	1
393	0
394	0
395	1
396	1
397	0
398	0
399	1
400	1
401	0
402	0
403	1
404	1
405	0
406	0
407	1
408	1
409	1
410	0
411	0
412	1
413	1
414	0
415	0
416	0
417	1
418	1
419	0
420	0
421	0
422	1
423	1
424	0
425	0
426	0
427	1
428	1
429	1
430	0
431	0
432	0
433	0
434	1
435	1
436	1
437	0
438	0
439	0
440	0
441	0
442	1
443	1
444	1
445	1
446	1
447	0
448	0
449	0
450	0
451	0
452	0
453	1
454	1
455	1
456	1
457	1
458	1
459	1
460	1
461	1
462	1
463	1
464	1
465	1
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	1
481	0
482	0
483	0
484	0
485	0
486	0
487	1
488	1
489	1
490	1
491	1
492	0
493	0
494	0
495	0
496	1
497	1
498	1
499	1
500	0
501	0
502	0
503	1
504	1
505	1
506	1
507	0
508	0
509	1
510	1
511	1
512	0
513	0
514	0
515	1
516	1
517	0
518	0
519	0
520	1
521	1
522	0
523	0
524	1
525	1
526	1
527	0
528	0
529	1
530	1
531	0
532	0
533	1
534	1
535	0
536	0
537	1
538	1
539	0
540	0
541	1
542	1
543	0
544	0
545	1
546	1
547	0
548	0
549	1
550	1
551	0
552	1
553	1
554	0
555	0
556	1
557	1
558	0
559	0
560	1
561	1
562	0
563	0
564	1
565	0
566	0
567	1
568	1
569	0
570	0
571	1
572	1
573	0
574	0
575	1
576	1
577	0
578	0
579	1
580	1
581	0
582	0
583	1
584	1
585	0
586	0
587	1
588	1
589	0
590	0
591	1
592	1
593	0
594	0
595	1
596	1
597	0
598	0
599	0
600	1
601	1
602	0
603	0
604	0
605	1
606	1
607	0
608	0
609	0
610	1
611	1
612	1
613	0
614	0
615	0
616	1
617	1
618	1
619	0
620	0
621	0
622	0
623	1
624	1
625	1
626	1
627	0
628	0
629	0
630	0
631	1
632	1
633	1
634	1
635	1
636	1
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	1
670	1
671	1
672	1
673	1
674	1
675	0
676	0
677	0
678	0
679	0
680	1
681	1
682	1
683	1
684	0
685	0
686	0
687	1
688	1
689	1
690	0
691	0
692	0
693	1
694	1
695	1
696	0
697	0
698	0
699	1
700	1
701	1
702	0
703	0
704	1
705	1
706	1
707	0
708	0
709	1
710	1
711	0
712	0
713	1
714	1
715	0
716	0
717	0
718	1
719	1
720	0
721	0
722	1
723	1
724	0
725	0
726	1
727	1
728	0
729	0
730	1
731	0
732	0
733	1
734	1
735	0
736	0
737	1
738	1
739	0
740	0
741	1
742	1
743	0
744	0
745	1
746	0
747	0
748	1
749	1
750	0
751	0
752	1
753	1
754	0
755	0
756	1
757	1
758	0
759	0
760	1
761	0
762	0
763	1
764	1
765	0
766	0
767	1
768	1
769	0
770	0
771	1
772	1
773	0
774	0
775	1
776	1
777	1
778	0
779	0
780	1
781	1
782	0
783	0
784	1
785	1
786	1
787	0
788	0
789	1
790	1
791	0
792	0
793	0
794	1
795	1
796	1
797	0
798	0
799	0
800	1
801	1
802	1
803	0
804	0
805	0
806	1
807	1
808	1
809	1
810	0
811	0
812	0
813	0
814	1
815	1
816	1
817	1
818	1
819	0
820	0
821	0
822	0
823	0
824	0
825	1
826	1
827	1
828	1
829	1
830	1
831	1
832	1
833	1
834	1
835	1
836	1
837	1
838	1
839	1
840	1
841	1
842	1
843	1
844	1
845	1
